PitchID,PitcherID,BatterID,AtBatID,PitchType,X_Location_m,Y_Location_m,Velocity_mph,SpinRate_rpm,Outcome,LaunchAngle_deg,ExitVelocity_mph
1,1,1,2,Fastball,-0.12117161814174958,0.6543738897313897,97.10086032060529,1922.6049171576958,Ball,,
2,1,2,2,Curveball,-0.10849757835538748,0.8917670141919323,79.71820510983943,2224.9123694977798,Ball,,
3,1,3,2,Curveball,0.08653850264003438,0.7061479988518529,77.11985470268534,2643.946043612086,Foul,,
4,1,4,2,Slider,0.24620787496114463,0.5170942334613923,85.64127761731605,2474.078940205252,Ball,,
5,1,5,3,Slider,0.1988187172633811,0.9197002754803039,84.37301511911217,2057.2581101948826,Ball,,
6,1,6,4,Changeup,0.1476887960235241,0.6158036700346369,78.29258011006786,2283.854165320637,Foul,,
7,1,7,5,Curveball,0.22243721432811922,0.8668614616083797,83.96329695831295,2198.473625710351,Ball,,
8,1,8,5,Slider,0.10592690588434611,0.7832783139611927,82.16668369910455,2503.318237274306,Strike,,
9,1,9,5,Slider,0.12076236427402703,0.7863208696858996,86.01593006689073,1996.1808365661389,Foul,,
10,1,10,5,Cutter,0.02284213513826593,0.8941576418648033,87.3336940400249,2311.2006825754024,Strike,,
11,1,11,5,Slider,-0.07851967421576471,0.65728048608971,86.54752902990488,1957.7193568225769,Strike,,
12,1,12,5,Fastball,0.11133806851579703,0.7512589867033169,87.28545002050613,2318.4417456687756,In-play out,12.398415714605019,99.47973662746378
13,1,13,6,Fastball,0.2887855691854912,0.7311976414876683,91.06664688282773,1983.7638828424367,Ball,,
14,1,14,6,Slider,0.012056881441567538,0.5691165293466627,85.08815820049908,1933.526037852413,Ball,,
15,1,15,6,Curveball,-0.2927533142896112,0.6033448110127035,77.46352073662683,2334.5524387108985,Strike,,
16,1,16,6,Fastball,0.03280290580531247,0.7822915870507211,92.95529747447678,2058.8240649147574,In-play out,-7.03058300625392,88.22409503228727
17,1,17,6,Fastball,-0.023437695010341812,0.8744658884508988,91.39018260950901,2023.7681789194517,Strike,,
18,1,18,6,Fastball,-0.1661677666956718,0.5433582902849988,94.49824184460654,1654.6786306158947,Strike,,
19,1,8,7,Changeup,-0.15287072182040096,1.1009372688439591,78.66168996587291,2331.974018583814,Ball,,
20,1,19,7,Changeup,0.07691252566760295,0.7831144261068407,77.32029726083688,2191.508043482938,Ball,,
21,1,20,7,Curveball,-0.15772701804145206,0.915064069248741,79.18000242948524,1775.6622099992949,Single,-3.670998095592431,102.67045674733141
22,1,21,7,Fastball,0.0972687687512543,0.7831776786364568,92.31061831225928,1960.971750291285,In-play out,9.309309173389394,78.45250004678908
23,1,22,8,Curveball,-0.14405637780995617,0.7071663569064288,77.25251377365868,2242.0762377591095,Ball,,
24,1,23,8,Curveball,0.004111840012924878,0.6332603000035787,78.70025574433942,2135.5545570657814,Ball,,
25,1,24,8,Fastball,-0.05471994293441558,0.651919106570857,91.78555991778697,2081.0956460377975,Single,32.7947287209694,86.51480917904007
26,1,25,8,Fastball,-0.2844493713303434,0.7466434169410618,93.84221809118826,2063.211763218949,In-play out,-2.8972249356654203,90.31080346718755
27,1,15,9,Slider,-0.1605428625301506,0.6620685620586161,84.23791665424514,2428.4173329744367,Foul,,
28,1,26,9,Slider,-0.1302330597633928,0.6328889734694676,81.09041741049211,2326.722085820376,Ball,,
29,1,27,10,Cutter,-0.07348657579753083,0.5137613991563652,89.15714606664278,1744.164186924087,Strike,,
30,1,28,10,Curveball,0.03845863849425301,0.9238065520406537,77.05201676935081,2416.7002505392375,Foul,,
31,1,29,11,Changeup,0.1759361993016863,0.7017418264876204,80.67374053169415,2149.213267840352,Ball,,
32,1,30,12,Fastball,0.10937015562887498,0.7640721098487474,94.9176727796041,2411.1996883025404,Strike,,
33,1,31,12,Curveball,0.0013571233447952987,0.936368581451395,77.2259926212925,2437.70428332376,Strike,,
34,1,32,12,Cutter,0.04844233179364418,0.660480796833114,91.7321165129311,2351.106667137433,Ball,,
35,1,33,12,Slider,0.06277383965459808,0.7921102000119734,84.76658650941867,2140.3582136474597,Strike,,
36,1,34,12,Fastball,0.0685911097131159,0.5365126441574173,95.76331972989848,2286.6614709886776,Foul,,
37,1,35,13,Fastball,0.012376004198968643,0.5263103946464535,90.28487943077704,1745.1823367696911,In-play out,8.90635637774066,77.19072942327297
38,1,36,13,Fastball,0.01622026840522165,0.6492356810066214,95.46220347274786,2394.087500637178,Ball,,
39,1,37,13,Fastball,0.42329411675454787,0.8127425110919938,92.78689223505452,1854.0637853099229,Foul,,
40,1,38,14,Fastball,-0.07559990647357256,0.6764539548621346,91.7132588205419,1968.3729208212812,Strike,,
41,1,39,14,Fastball,0.18255671223389014,0.8018577391957005,90.3056891188046,1902.1589276691489,Strike,,
42,1,40,15,Slider,0.29001295838277374,0.6204855841257696,88.78930844234132,2736.434850747163,Strike,,
43,1,41,15,Curveball,-0.2300738312072741,0.7488665486753814,76.31781444232698,1927.6768318565134,Strike,,
44,1,42,15,Fastball,-0.12388372289119154,0.5615190557688631,91.49029555875225,1887.8006254703726,Single,19.145184148707255,92.28776166183067
45,1,38,15,Cutter,0.14390125412533394,0.8605973719552025,89.97823409920053,2322.732928822531,Strike,,
46,1,43,15,Fastball,-0.35862095601635224,0.7326263517950743,94.1251198791963,2272.5948521760724,Strike,,
47,1,44,16,Fastball,0.06114843147060019,0.7367545337141563,91.4888768118912,2180.2161093721706,Ball,,
48,1,40,16,Slider,-0.1686915374409283,0.6712777162736823,86.4503241584247,2942.485054357138,Strike,,
49,1,45,17,Fastball,-0.0004511736769234387,0.9116334579580974,94.64701909690447,1925.6116458769593,Ball,,
50,1,10,17,Curveball,0.3406441706457136,0.7940283675647015,80.97467433190835,1999.5883647770902,Strike,,
51,1,46,17,Changeup,0.2720222614798869,0.604842557454268,80.6967548953681,2200.1992771346086,Strike,,
52,1,47,18,Slider,-0.07171855528338632,0.4485672421496508,83.10297367818153,2311.172731232516,Ball,,
53,1,48,18,Changeup,0.11347084654986182,0.7499791053424848,80.12992590322442,2182.9175274388717,Ball,,
54,1,23,18,Fastball,0.19956673196085148,0.6329571365238136,88.545266665131,2299.048281829535,Strike,,
55,1,49,18,Slider,0.02945249316100822,0.8587977351133441,85.00224270673756,2200.0875300455377,Single,-17.54348715007673,82.33677984089556
56,1,5,19,Curveball,0.493439026256476,0.6091982210303627,76.39607511380831,1956.4130205383965,Foul,,
57,1,50,20,Fastball,-0.1386802168469446,0.9115327469631775,90.10776288750071,1652.4290216885938,Ball,,
58,1,47,20,Fastball,0.11020028745452924,0.9455076484128108,96.2341025043464,2827.496885913878,In-play out,4.439852107407887,92.30857629466863
59,1,51,21,Slider,0.26449278892344985,0.8642060881783601,83.33443538985883,2296.223784467586,Strike,,
60,1,52,21,Fastball,0.013433051898130481,0.6596881749416086,91.52063814986337,2620.2583103571933,Strike,,
61,1,13,21,Cutter,-0.35114092805305586,0.7125422174513267,88.97253494654424,2654.608197756253,Triple,2.67228886310426,81.16151009247285
62,1,53,21,Curveball,0.2438126912474409,0.7007381038502387,81.99318068223494,2155.846306844743,Foul,,
63,1,49,21,Changeup,-0.3147992135859428,0.661363206642121,79.94292283226169,2886.0574147404063,Strike,,
64,1,20,21,Curveball,0.17285044243524203,0.9006747557057508,75.20190581845473,2474.297587436946,Strike,,
65,1,45,22,Fastball,-0.14113598008257364,0.5102435134371175,90.1671352826474,2154.849814156697,Foul,,
66,1,54,23,Fastball,-0.017759519206110835,0.805885968302242,90.13711657758792,2478.6640683796404,Single,32.061811055054456,77.57263675271177
67,1,17,23,Cutter,0.1915717322975824,0.5039227273250864,86.69135879803497,2123.251072627582,Ball,,
68,1,55,23,Fastball,-0.1287079049252468,0.7058960554268441,89.27853954562865,2199.7703446169166,Strike,,
69,1,56,23,Slider,0.11189279177534149,0.8613065569693613,82.29544742529146,2569.4871237139505,Foul,,
70,1,57,23,Slider,-0.12843332153668302,0.8725950065437942,83.43048499390527,1988.1509783845397,Ball,,
71,1,58,24,Slider,-0.19954745773115581,0.5378972342956652,87.00086400593803,2086.855825419862,In-play out,5.9672669348304765,101.60471944833175
72,1,59,24,Fastball,0.19595688591396226,0.542718933751324,93.77040295966117,2521.318840945037,Strike,,
73,1,60,24,Fastball,0.04653829928827342,0.7880083710551075,94.74676642549213,2954.4237976829954,Strike,,
74,1,61,25,Slider,0.4697677842751655,0.5107979362848853,86.48846189562911,2527.5089416084193,Double,43.11997433844727,106.29189722112667
75,1,45,26,Fastball,-0.005305068288605216,0.5709526205273903,98.27775453622486,2535.9237135372023,Strike,,
76,1,48,26,Fastball,0.21495717392081948,0.3582771440299373,93.29070968761992,3006.7498209480023,In-play out,37.55714336737255,99.64064589086186
77,1,32,27,Fastball,-0.15519182357534067,0.7685935877466215,87.80756506841934,2657.167131161841,Strike,,
78,1,8,27,Curveball,0.11140522690120963,0.7163989459089989,80.32015922394409,2532.1396514530825,Foul,,
79,1,24,28,Curveball,-0.4327165680111598,0.7659640396568315,76.32601658090454,2220.224566162018,Foul,,
80,1,49,29,Changeup,0.15938830266736828,0.6078046047731044,80.65521391786847,2118.6153842066606,Ball,,
81,1,42,29,Fastball,0.0013402513629553914,0.5733680427312727,90.1075179753956,2299.9521552336414,Strike,,
82,1,55,29,Changeup,0.05564398729186455,0.7460501350523521,79.58996021212211,2042.3640439181584,Strike,,
83,1,62,30,Fastball,0.4872899027920916,0.7735148059051091,95.87642148152244,2061.2408470679256,Strike,,
84,1,63,30,Fastball,-0.3170371573210624,0.7623847414718202,94.83052091140794,2433.9507257832247,Ball,,
85,1,53,31,Slider,0.1902294948595179,0.7320550830889927,84.36331863185973,2545.012372586797,Foul,,
86,1,64,31,Curveball,-0.32503146039417485,0.8751522952149524,80.59167152062054,2603.0596628232383,Strike,,
87,1,65,31,Changeup,0.14857524901714245,0.713203051667816,77.05374407322556,2156.25756779439,Strike,,
88,1,56,31,Fastball,-0.016862845764301193,0.6603334233557033,91.42432250511142,2382.814534290546,Foul,,
89,1,66,32,Cutter,0.36906750729641297,0.6283205254107863,88.24353957254823,2275.5043369103428,Foul,,
90,1,51,33,Cutter,0.05021638924916827,0.7113129994817037,90.22691318742312,2182.0000322499573,Foul,,
91,1,60,33,Curveball,-0.033173968765960266,0.233284710848792,76.71686151538759,2101.3953591470035,Single,-29.81646403469224,95.49407857451482
92,1,32,33,Fastball,0.039351235986439755,0.6967937771094639,91.93722288685538,1284.26468323337,Strike,,
93,1,67,33,Slider,-0.21953000830557837,0.43518334824676524,82.21307700749418,2724.4119567519583,Strike,,
94,1,21,34,Slider,0.23033314153132212,0.9098627469748796,83.81330135709787,1911.8213424733503,In-play out,43.647792862113185,85.03877971076633
95,1,68,34,Slider,0.365338061103549,0.7034025403309505,84.80836471944075,2488.0729892505387,Strike,,
96,1,15,34,Cutter,0.05276315222930858,0.719124827469828,86.83838830112909,2203.9682243048337,Foul,,
97,1,2,34,Curveball,-0.031997645527985355,0.823309899719174,80.8258811480301,2556.3431571184765,Ball,,
98,1,69,35,Fastball,0.13618955324139376,0.6212717803409665,88.43998963850736,2091.561157558506,Strike,,
99,1,45,36,Fastball,-0.15437144437015315,0.6695555090885571,89.94919683034459,2242.9604657164186,Strike,,
100,1,21,36,Fastball,-0.11720130527864414,0.8841416425616733,90.65244611324704,1522.7229028315473,Ball,,
101,1,19,36,Curveball,0.2403830114280203,0.8087639799463052,75.80338311383913,2043.994982521695,Strike,,
102,1,70,36,Fastball,-0.2821193011003771,0.6392628428654671,91.36221170774638,2510.0702437019845,Foul,,
103,1,23,36,Fastball,0.09790349407994342,0.930959329389188,90.83997656028656,1897.634109089111,Foul,,
104,1,17,37,Fastball,-0.4510935912016006,0.8427203325776076,91.45923321029572,2063.726156488479,Strike,,
105,1,71,37,Cutter,0.11055761652076186,0.6712944293244261,85.58910248321013,1342.891185227604,Ball,,
106,1,65,37,Changeup,-0.3086337238912591,0.6484593614797858,80.65635320147743,2710.5764555907645,In-play out,-18.01342800151599,79.40982051392643
107,1,72,37,Fastball,0.16485212249003878,0.6084807219703612,89.68654564860681,2293.5213106985743,Ball,,
108,1,45,38,Fastball,-0.0954593885419594,0.6864420521368283,93.79824371700585,1900.707216522379,Ball,,
